date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:31:03	390/390	---M--	200	added ('OK')	image/gif	etag:%22186-41a1f46531140%22	https://gregg.angelfishy.net/images/bf0098-pr.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0098-pr.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:03	481/481	---M--	200	added ('OK')	image/gif	etag:%221e1-41a1edbee2100%22	https://gregg.angelfishy.net/images/bf0078-pb.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0078-pb.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:04	490/490	---M--	200	added ('OK')	image/gif	etag:%221ea-41b0510c56140%22	https://gregg.angelfishy.net/images/bf0441-pbsh.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0441-pbsh.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:04	580/580	---M--	200	added ('OK')	image/gif	etag:%22244-41b05151f4580%22	https://gregg.angelfishy.net/images/bf0442-ppl.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0442-ppl.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:04	337/337	---M--	200	added ('OK')	image/gif	etag:%22151-41a10f3af6640%22	https://gregg.angelfishy.net/images/bf0017-p.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0017-p.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:04	363/363	---M--	200	added ('OK')	image/gif	etag:%2216b-41a28475af540%22	https://gregg.angelfishy.net/images/bf0295-ku.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0295-ku.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:05	384/384	---M--	200	added ('OK')	image/gif	etag:%22180-41a2886f41600%22	https://gregg.angelfishy.net/images/bf0315-kt.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0315-kt.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:05	374/374	---M--	200	added ('OK')	image/gif	etag:%22176-41a214911f840%22	https://gregg.angelfishy.net/images/bf0171-ksh.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0171-ksh.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:05	407/407	---M--	200	added ('OK')	image/gif	etag:%22197-41a48433ecfc0%22	https://gregg.angelfishy.net/images/bf0408-rr.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0408-rr.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:06	465/465	---M--	200	added ('OK')	image/gif	etag:%221d1-41a284a099a80%22	https://gregg.angelfishy.net/images/bf0296-rl.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0296-rl.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:06	341/341	---M--	200	added ('OK')	image/gif	etag:%22155-41a207fc90a00%22	https://gregg.angelfishy.net/images/bf0136-re.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0136-re.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:06	402/402	---M--	200	added ('OK')	image/gif	etag:%22192-41a1ff87b9680%22	https://gregg.angelfishy.net/images/bf0113-rse.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0113-rse.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:06	370/370	---M--	200	added ('OK')	image/gif	etag:%22172-41a2209c5a280%22	https://gregg.angelfishy.net/images/bf0206-rs.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0206-rs.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:07	505/505	---M--	200	added ('OK')	image/gif	etag:%221f9-41a28889f5500%22	https://gregg.angelfishy.net/images/bf0316-rkd.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0316-rkd.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:07	434/434	---M--	200	added ('OK')	image/gif	etag:%221b2-41a27f7d7bbc0%22	https://gregg.angelfishy.net/images/bf0277-rf.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0277-rf.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:07	491/491	---M--	200	added ('OK')	image/gif	etag:%221eb-41a23d6470a00%22	https://gregg.angelfishy.net/images/bf0260-reg.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0260-reg.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:08	426/426	---M--	200	added ('OK')	image/gif	etag:%221aa-41a219a5ef540%22	https://gregg.angelfishy.net/images/bf0187-rm.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0187-rm.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:08	470/470	---M--	200	added ('OK')	image/gif	etag:%221d6-41a27f9a17f40%22	https://gregg.angelfishy.net/images/bf0278-rem.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0278-rem.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:08	411/411	---M--	200	added ('OK')	image/gif	etag:%2219b-41a21a1e190c0%22	https://gregg.angelfishy.net/images/bf0188-rep.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0188-rep.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:08	394/394	---M--	200	added ('OK')	image/gif	etag:%2218a-41a20d0e84040%22	https://gregg.angelfishy.net/images/bf0153-rp.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0153-rp.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:09	437/437	---M--	200	added ('OK')	image/gif	etag:%221b5-41a21a60dae40%22	https://gregg.angelfishy.net/images/bf0189-rpr.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0189-rpr.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:09	384/384	---M--	200	added ('OK')	image/gif	etag:%22180-41a22d8b82680%22	https://gregg.angelfishy.net/images/bf0242-res.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0242-res.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:09	383/383	---M--	200	added ('OK')	image/gif	etag:%2217f-41a220e5c8fc0%22	https://gregg.angelfishy.net/images/bf0207-ret.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0207-ret.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:09	413/413	---M--	200	added ('OK')	image/gif	etag:%2219d-41a22697f4000%22	https://gregg.angelfishy.net/images/bf0223-ri.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0223-ri.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:10	501/501	---M--	200	added ('OK')	image/gif	etag:%221f5-41b052686d680%22	https://gregg.angelfishy.net/images/bf0443-satsh.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0443-satsh.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:10	429/429	---M--	200	added ('OK')	image/gif	etag:%221ad-41a23d86c5b00%22	https://gregg.angelfishy.net/images/bf0261-sat.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0261-sat.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:10	351/351	---M--	200	added ('OK')	image/gif	etag:%2215f-41b052eb14ac0%22	https://gregg.angelfishy.net/images/bf0444-ssn.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0444-ssn.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:11	362/362	---M--	200	added ('OK')	image/gif	etag:%2216a-41a20d4c81280%22	https://gregg.angelfishy.net/images/bf0154-sen.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0154-sen.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:11	180/180	---M--	200	added ('OK')	image/gif	etag:%22b4-41a1106ff3f40%22	https://gregg.angelfishy.net/images/bf0018-sh.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0018-sh.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:11	428/428	---M--	200	added ('OK')	image/gif	etag:%221ac-41a1116da15c0%22	https://gregg.angelfishy.net/images/bf0019-shd.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0019-shd.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:11	393/393	---M--	200	added ('OK')	image/gif	etag:%22189-41a226eebccc0%22	https://gregg.angelfishy.net/images/bf0224-si.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0224-si.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:12	460/460	---M--	200	added ('OK')	image/gif	etag:%221cc-41b053af89a40%22	https://gregg.angelfishy.net/images/bf0445-sg.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0445-sg.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:12	188/188	---M--	200	added ('OK')	image/gif	etag:%22bc-41a335c5b8a80%22	https://gregg.angelfishy.net/images/bf0381-s.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0381-s.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:12	397/397	---M--	200	added ('OK')	image/gif	etag:%2218d-41a200a2f72c0%22	https://gregg.angelfishy.net/images/bf0116-smo.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0116-smo.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:12	302/302	---M--	200	added ('OK')	image/gif	etag:%2212e-41a3413580600%22	https://gregg.angelfishy.net/images/bf0392-ss.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0392-ss.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:13	405/405	---M--	200	added ('OK')	image/gif	etag:%22195-41a1ee8dd4940%22	https://gregg.angelfishy.net/images/bf0080-sm.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0080-sm.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:13	329/329	---M--	200	added ('OK')	image/gif	etag:%22149-41a1f4cf0cb00%22	https://gregg.angelfishy.net/images/bf0099-sn.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0099-sn.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:13	355/355	---M--	200	added ('OK')	image/gif	etag:%22163-41a20d94fbd80%22	https://gregg.angelfishy.net/images/bf0155-sp.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0155-sp.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:13	413/413	---M--	200	added ('OK')	image/gif	etag:%2219d-41a284f486080%22	https://gregg.angelfishy.net/images/bf0298-spr.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0298-spr.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:14	392/392	---M--	200	added ('OK')	image/gif	etag:%22188-41a27fb89c740%22	https://gregg.angelfishy.net/images/bf0279-stn.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0279-stn.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:14	350/350	---M--	200	added ('OK')	image/gif	etag:%2215e-41a200eb71dc0%22	https://gregg.angelfishy.net/images/bf0117-st.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0117-st.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:14	373/373	---M--	200	added ('OK')	image/gif	etag:%22175-41a27fe757580%22	https://gregg.angelfishy.net/images/bf0280-sto.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0280-sto.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:15	477/477	---M--	200	added ('OK')	image/gif	etag:%221dd-41a22dafbfc00%22	https://gregg.angelfishy.net/images/bf0243-stj.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0243-stj.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:15	415/415	---M--	200	added ('OK')	image/gif	etag:%2219f-41a221138fbc0%22	https://gregg.angelfishy.net/images/bf0208-str.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0208-str.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:15	382/382	---M--	200	added ('OK')	image/gif	etag:%2217e-41a2085265480%22	https://gregg.angelfishy.net/images/bf0137-sj.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0137-sj.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:15	426/426	---M--	200	added ('OK')	image/gif	etag:%221aa-41a28018eea80%22	https://gregg.angelfishy.net/images/bf0281-suj.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0281-suj.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:16	211/211	---M--	200	added ('OK')	image/gif	etag:%22d3-41a2156b83b80%22	https://gregg.angelfishy.net/images/bf0174-shu.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0174-shu.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:16	304/304	---M--	200	added ('OK')	image/gif	etag:%22130-41a1ee2c8e3c0%22	https://gregg.angelfishy.net/images/bf0079-ss.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0079-ss.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:16	378/378	---M--	200	added ('OK')	image/gif	etag:%2217a-41b0555da5100%22	https://gregg.angelfishy.net/images/bf0446-tch.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0446-tch.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:16	352/352	---M--	200	added ('OK')	image/gif	etag:%22160-41a149aa4c3c0%22	https://gregg.angelfishy.net/images/bf0041-thn.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0041-thn.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:17	229/229	---M--	200	added ('OK')	image/gif	etag:%22e5-41a2219266700%22	https://gregg.angelfishy.net/images/bf0209-think.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0209-think.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:17	438/438	---M--	200	added ('OK')	image/gif	etag:%221b6-41a14a0d7adc0%22	https://gregg.angelfishy.net/images/bf0042-tha.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0042-tha.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:17	320/320	---M--	200	added ('OK')	image/gif	etag:%22140-41a11a75563c0%22	https://gregg.angelfishy.net/images/bf0030-th.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0030-th.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:18	312/312	---M--	200	added ('OK')	image/gif	etag:%22138-41a11add49900%22	https://gregg.angelfishy.net/images/bf0031-th.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0031-th.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:18	438/438	---M--	200	added ('OK')	image/gif	etag:%221b6-41a14c0bb2180%22	https://gregg.angelfishy.net/images/bf0043-thm.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0043-thm.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:18	336/336	---M--	200	added ('OK')	image/gif	etag:%22150-41a14ce522280%22	https://gregg.angelfishy.net/images/bf0044-the.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0044-the.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:19	324/324	---M--	200	added ('OK')	image/gif	etag:%22144-41a1ef275f380%22	https://gregg.angelfishy.net/images/bf0082-thng.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0082-thng.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:19	402/402	---M--	200	added ('OK')	image/gif	etag:%22192-41a14de5abfc0%22	https://gregg.angelfishy.net/images/bf0045-ths.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0045-ths.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:19	328/328	---M--	200	added ('OK')	image/gif	etag:%22148-41a1ef8104700%22	https://gregg.angelfishy.net/images/bf0083-the.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0083-the.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:20	358/358	---M--	200	added ('OK')	image/gif	etag:%22166-41a1e73252d80%22	https://gregg.angelfishy.net/images/bf0062-ths.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0062-ths.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:21	465/465	---M--	200	added ('OK')	image/gif	etag:%221d1-41a227391fc40%22	https://gregg.angelfishy.net/images/bf0225-thau.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0225-thau.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:21	460/460	---M--	200	added ('OK')	image/gif	etag:%221cc-41a22e1f54340%22	https://gregg.angelfishy.net/images/bf0244-thrut.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0244-thrut.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:21	491/491	---M--	200	added ('OK')	image/gif	etag:%221eb-41a1e76a97240%22	https://gregg.angelfishy.net/images/bf0063-tm.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0063-tm.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:22	363/363	---M--	200	added ('OK')	image/gif	etag:%2216b-41a2013a99880%22	https://gregg.angelfishy.net/images/bf0118-to.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0118-to.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:22	497/497	---M--	200	added ('OK')	image/gif	etag:%221f1-41a285130a880%22	https://gregg.angelfishy.net/images/bf0299-tmo.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0299-tmo.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:22	388/388	---M--	200	added ('OK')	image/gif	etag:%22184-41a22e8747880%22	https://gregg.angelfishy.net/images/bf0245-trs.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0245-trs.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:22	390/390	---M--	200	added ('OK')	image/gif	etag:%22186-41a1e7f10ef80%22	https://gregg.angelfishy.net/images/bf0064-tr.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0064-tr.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:23	520/520	---M--	200	added ('OK')	image/gif	etag:%22208-41b0564657600%22	https://gregg.angelfishy.net/images/bf0447-tpri.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0447-tpri.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:23	404/404	---M--	200	added ('OK')	image/gif	etag:%22194-41a1f885dce40%22	https://gregg.angelfishy.net/images/bf0102-nde.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0102-nde.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:23	400/400	---M--	200	added ('OK')	image/gif	etag:%22190-41a201943ec00%22	https://gregg.angelfishy.net/images/bf0119-pon.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0119-pon.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:24	326/326	---M--	200	added ('OK')	image/gif	etag:%22146-41a2278fe8900%22	https://gregg.angelfishy.net/images/bf0226-eu.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0226-eu.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:24	226/226	---M--	200	added ('OK')	image/gif	etag:%22e2-41a215b3fe680%22	https://gregg.angelfishy.net/images/bf0175-ush.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0175-ush.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:24	517/517	---M--	200	added ('OK')	image/gif	etag:%22205-41a20df54e0c0%22	https://gregg.angelfishy.net/images/bf0156-vl.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0156-vl.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:25	464/464	---M--	200	added ('OK')	image/gif	etag:%221d0-41a111e6bf380%22	https://gregg.angelfishy.net/images/bf0020-ve.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0020-ve.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:25	615/615	---M--	200	added ('OK')	image/gif	etag:%22267-41b0570142f00%22	https://gregg.angelfishy.net/images/bf0448-vl.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0448-vl.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:25	416/416	---M--	200	added ('OK')	image/gif	etag:%221a0-41a201b2c3400%22	https://gregg.angelfishy.net/images/bf0120-ont.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0120-ont.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:25	316/316	---M--	200	added ('OK')	image/gif	etag:%2213c-41a14f9e44f40%22	https://gregg.angelfishy.net/images/bf0047-os.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0047-os.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:26	472/472	---M--	200	added ('OK')	image/gif	etag:%221d8-41b057abf81c0%22	https://gregg.angelfishy.net/images/bf0449-lth.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0449-lth.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:26	340/340	---M--	200	added ('OK')	image/gif	etag:%22154-41a20e41994c0%22	https://gregg.angelfishy.net/images/bf0157-ek.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0157-ek.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:26	425/425	---M--	200	added ('OK')	image/gif	etag:%221a9-41a2022904b00%22	https://gregg.angelfishy.net/images/bf0121-ent.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0121-ent.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:26	371/371	---M--	200	added ('OK')	image/gif	etag:%22173-41a1e846e3a00%22	https://gregg.angelfishy.net/images/bf0065-er.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0065-er.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
18:31:27	352/352	---M--	200	added ('OK')	image/gif	etag:%22160-41a1e8960b4c0%22	https://gregg.angelfishy.net/images/bf0066-ot.gif	C:/Users/Praveen%20Mehta/OneDrive/Website%20Downloads/gregg.angelfishy.net/gregg.angelfishy.net/images/bf0066-ot.gif	(from https://gregg.angelfishy.net/preanbfs.shtml)
